radio,1 Hogar de ancianos,2 Hogar de menores,3 Colegio internado,4 Campamento/obrador,5 Hospital,6 Prisión,7 Cuartel,8 Hogar de religiosos,9 Hotel turístico,10 Otros,TOTAL
020030104,0,0,0,0,0,0,0,0,0,0,0
020030105,0,0,0,0,0,0,0,0,1,0,1
020030106,0,0,0,0,0,0,0,0,1,0,1
020030107,0,0,0,0,0,0,0,0,1,0,1
020030108,0,0,0,0,0,0,0,0,1,0,1
020030109,0,2,0,0,1,0,0,0,1,0,4
020030110,0,0,0,0,0,0,0,0,0,0,0
020030111,0,0,0,0,0,0,0,0,1,0,1
020030201,0,0,0,0,0,0,0,0,0,0,0
020030202,1,0,0,0,0,0,0,0,0,0,1
020030203,0,0,0,0,0,0,0,0,0,0,0
020030204,0,0,0,0,0,0,0,0,0,1,1
020030205,0,0,0,0,0,0,0,0,0,0,0
020030206,0,0,0,0,0,0,0,0,0,0,0
020030207,0,0,0,0,0,0,0,0,0,0,0
020030208,0,0,0,0,0,0,0,0,0,0,0
020030209,0,1,0,0,0,0,0,0,0,0,1
020030210,0,0,0,0,0,0,0,0,0,0,0
020030211,0,0,0,0,0,0,0,0,0,0,0
020030212,0,0,0,0,0,0,0,0,0,0,0
020030301,0,0,0,0,0,0,0,0,0,0,0
020030302,0,0,1,0,0,0,0,0,0,0,1
020030303,0,0,0,0,0,0,0,0,0,0,0
020030304,0,0,0,0,0,0,0,0,0,0,0
020030305,0,0,0,0,1,0,0,0,0,0,1
020030306,1,0,0,0,0,0,0,0,0,0,1
020030307,0,0,0,0,0,0,0,0,0,0,0
020030308,0,0,0,0,0,1,0,0,0,0,1
020030309,0,0,0,0,0,0,0,0,0,0,0
020030310,0,0,0,0,0,0,0,0,0,0,0
020030311,0,0,0,0,0,0,0,0,0,0,0
020030401,0,0,0,0,0,0,0,0,0,0,0
020030402,0,0,0,0,0,0,0,0,0,0,0
020030403,0,0,2,0,0,0,0,0,0,3,5
020030404,0,0,0,0,0,0,0,0,0,0,0
020030405,0,0,0,0,0,0,0,0,0,0,0
020030406,0,0,0,0,0,0,0,0,0,0,0
020030407,0,0,0,0,0,0,0,0,0,0,0
020030408,0,0,0,0,0,0,0,0,0,0,0
020030501,0,0,0,0,0,0,0,0,0,0,0
020030502,0,0,0,0,0,0,0,0,0,0,0
020030503,0,0,0,0,0,0,0,0,0,0,0
020030504,0,0,0,0,0,0,0,0,0,0,0
020030505,0,0,0,0,0,0,0,0,0,0,0
020030506,0,0,0,0,0,0,0,0,0,0,0
020030507,0,0,0,0,0,0,0,0,0,0,0
020030601,0,0,0,0,0,0,0,0,0,0,0
020030602,0,0,0,0,0,0,0,0,0,0,0
020030603,0,0,0,0,0,0,0,0,0,0,0
020030604,0,0,0,0,0,0,0,0,0,0,0
020030605,0,0,0,0,1,0,0,0,1,0,2
020030606,0,0,0,0,0,0,0,1,0,0,1
020030607,0,0,0,0,0,0,0,0,0,0,0
020030701,0,0,0,0,0,0,0,0,0,0,0
020030702,0,0,0,0,0,0,0,0,0,0,0
020030703,0,0,1,0,0,0,0,0,1,0,2
020030704,0,0,0,0,0,0,0,0,5,1,6
020030705,0,0,1,0,0,0,0,0,4,0,5
020030706,0,0,1,0,0,0,0,1,0,1,3
020030707,0,0,0,0,0,0,0,0,0,0,0
020030708,0,0,0,0,0,0,0,1,1,0,2
020030709,0,0,0,0,1,0,0,0,0,0,1
020030801,0,0,0,0,0,0,0,0,0,0,0
020030802,0,0,0,0,0,0,0,0,0,0,0
020030803,0,0,0,0,0,0,0,0,0,0,0
020030804,0,0,0,0,0,0,0,0,0,0,0
020030805,0,0,0,0,0,0,0,0,0,0,0
020030806,0,0,0,0,0,0,0,0,0,0,0
020030807,0,0,0,0,0,0,0,0,0,0,0
020030808,0,0,0,0,0,0,0,0,0,0,0
020030809,0,0,0,0,0,0,0,0,0,0,0
020030810,0,0,0,0,0,0,0,0,0,0,0
020030901,0,0,0,0,0,0,0,0,0,0,0
020030902,1,0,0,0,0,0,0,0,0,0,1
020030903,0,0,0,0,0,0,0,0,0,0,0
020030904,0,0,0,0,0,0,0,0,0,0,0
020030905,0,0,0,0,0,0,0,0,0,0,0
020030906,0,0,0,0,0,0,0,0,1,0,1
020030907,0,0,0,0,0,0,0,0,2,0,2
020030908,1,0,0,0,0,0,0,0,0,0,1
020030909,0,0,0,0,0,0,0,0,1,0,1
020030910,0,0,0,0,0,0,0,0,2,0,2
020031001,0,0,0,0,0,0,0,0,3,0,3
020031002,0,0,0,0,0,0,0,0,1,0,1
020031003,0,0,0,0,1,0,0,0,0,0,1
020031004,0,0,0,0,0,0,0,1,0,0,1
020031005,0,0,0,0,0,0,0,0,2,0,2
020031006,0,0,0,0,0,0,0,0,0,0,0
020031007,0,0,0,0,0,0,0,0,0,0,0
020031008,0,0,0,0,0,0,0,0,4,0,4
020031101,0,0,0,0,0,0,0,0,1,0,1
020031102,0,0,1,0,0,0,0,0,0,1,2
020031103,0,1,0,0,0,0,0,0,2,0,3
020031104,0,0,2,0,1,0,0,0,6,1,10
020031105,0,0,0,0,0,0,0,0,1,0,1
020031106,0,0,1,0,1,0,0,0,1,0,3
020031107,0,0,0,0,0,0,0,0,1,0,1
020031108,0,0,0,0,0,0,0,0,0,0,0
020031201,0,0,0,0,0,0,0,0,0,0,0
020031202,0,0,0,0,0,0,0,0,0,0,0
020031203,0,0,0,0,0,0,0,0,0,0,0
020031204,0,0,0,0,0,0,0,1,0,0,1
020031205,0,0,0,0,0,0,0,0,1,0,1
020031206,0,0,0,0,0,0,0,0,5,3,8
020031207,0,0,0,0,0,0,0,0,0,0,0
020031208,0,0,0,0,0,0,0,0,1,0,1
020031209,0,0,0,0,0,0,0,0,2,1,3
020031210,0,0,0,0,0,0,0,0,0,0,0
020031301,0,1,0,0,0,0,0,0,0,0,1
020031302,0,0,0,0,0,0,0,0,0,0,0
020031303,0,0,0,0,0,0,0,1,0,0,1
020031304,0,0,0,0,1,0,0,0,0,0,1
020031305,0,0,0,0,0,0,0,0,0,0,0
020031306,0,0,0,0,0,0,0,0,0,0,0
020031307,1,0,0,0,0,0,0,0,0,0,1
020031308,0,0,0,0,0,0,0,0,0,0,0
020031309,0,0,0,0,0,0,0,0,0,0,0
020031310,0,0,0,0,0,0,0,0,0,0,0
020031311,0,0,0,0,4,0,0,0,0,0,4
020031401,0,0,1,0,0,0,0,0,5,3,9
020031402,0,0,1,0,0,0,0,0,1,0,2
020031403,0,0,0,0,0,0,0,0,1,0,1
020031404,0,0,0,0,0,0,0,0,3,0,3
020031405,0,0,0,0,0,0,0,0,0,0,0
020031406,0,0,0,0,0,0,0,0,0,0,0
020031407,0,0,0,0,0,0,0,0,0,0,0
020031408,0,0,0,0,0,0,0,0,2,0,2
020031409,0,0,0,0,0,0,0,0,0,0,0
020031410,0,0,0,0,1,0,0,0,0,0,1
020031501,0,0,0,0,0,0,0,0,2,0,2
020031502,0,0,0,0,0,0,0,0,4,0,4
020031503,0,0,0,0,0,0,0,0,1,0,1
020031504,0,0,0,0,0,0,0,0,1,0,1
020031505,0,0,0,0,0,0,0,0,2,0,2
020031506,0,0,0,0,0,0,0,0,2,0,2
020031507,0,0,0,0,0,0,0,1,0,0,1
020031508,2,0,0,0,0,0,0,0,0,0,2
020031509,0,0,0,0,0,0,0,1,0,0,1
020031601,0,0,0,0,0,0,0,0,0,1,1
020031602,0,0,0,0,0,0,0,0,0,0,0
020031603,0,0,0,0,0,0,0,0,0,0,0
020031604,0,0,0,0,0,0,0,0,1,2,3
020031605,0,0,0,0,0,0,0,0,2,0,2
020031606,0,0,0,0,0,0,0,0,3,0,3
020031607,0,0,0,0,0,0,0,0,0,0,0
020031608,0,0,0,0,0,0,0,0,1,0,1
020031609,0,0,0,0,0,0,0,0,0,0,0
020031701,1,0,0,0,0,0,0,0,0,0,1
020031702,0,0,1,0,0,0,0,0,0,0,1
020031703,0,0,0,0,0,0,0,0,0,0,0
020031704,0,0,1,0,0,0,0,0,0,0,1
020031705,0,1,0,0,1,1,0,0,0,0,3
020031706,0,0,0,0,0,0,0,0,0,0,0
020031707,0,0,0,0,0,0,0,0,0,0,0
020031708,0,0,1,0,0,0,0,0,3,4,8
020031709,0,0,0,0,0,0,0,0,0,0,0
020031801,0,0,0,0,0,0,0,0,0,0,0
020031802,0,0,0,0,0,0,0,0,0,1,1
020031803,1,0,0,0,0,0,0,0,0,0,1
020031804,0,1,0,0,0,0,0,0,1,1,3
020031805,0,0,0,0,0,0,0,0,0,0,0
020031806,0,0,0,0,0,0,0,0,0,0,0
020031807,0,0,0,0,0,0,0,0,0,1,1
020031808,0,0,0,0,0,0,0,0,0,0,0
020031809,0,0,0,0,0,0,0,0,0,0,0
020031810,0,0,0,0,0,0,0,0,0,1,1
020031811,0,0,0,0,0,0,0,0,0,0,0
020031901,0,0,0,0,0,0,0,0,0,0,0
020031902,0,0,0,0,0,0,0,1,0,0,1
020031903,1,0,0,0,0,0,0,0,1,0,2
020031904,0,0,0,0,0,0,0,0,1,0,1
020031905,0,0,0,0,0,0,0,0,0,0,0
020031906,0,0,0,0,0,0,0,0,0,0,0
020031907,0,0,0,0,0,0,0,0,0,0,0
020031908,0,0,0,0,0,0,0,0,0,0,0
020031909,0,0,0,0,0,0,0,0,0,0,0
020031910,0,0,0,0,0,0,0,0,0,0,0
020032001,0,0,0,0,0,0,0,0,0,0,0
020032002,0,0,0,0,0,0,0,0,2,0,2
020032003,0,0,0,0,1,0,0,0,0,0,1
020032004,0,0,0,0,0,0,0,0,0,0,0
020032005,0,0,0,0,0,0,0,0,0,0,0
020032006,0,0,0,0,0,0,0,0,0,0,0
020032007,0,0,0,0,0,0,0,0,1,0,1
020032008,0,0,0,0,0,0,0,0,0,1,1
020032009,0,0,0,0,0,0,0,0,0,0,0
020032010,0,0,0,0,0,0,0,0,0,0,0
020032011,0,0,0,0,0,0,0,0,0,0,0
020032101,0,0,0,0,0,0,0,0,1,1,2
020032102,0,0,0,0,0,0,0,1,0,0,1
020032103,1,0,0,0,0,0,0,0,0,0,1
020032104,0,0,0,0,0,0,0,0,1,0,1
020032105,0,0,0,0,0,0,0,0,0,0,0
020032106,0,0,0,0,0,0,0,0,0,0,0
020032107,0,0,0,0,0,0,0,0,1,0,1
020032108,0,0,0,0,0,0,0,0,0,0,0
020032109,0,0,0,0,0,0,0,0,0,0,0
020032110,0,0,0,0,0,0,0,0,0,0,0
020032201,0,0,0,0,0,0,0,1,0,0,1
020032202,0,0,0,0,0,0,0,0,0,0,0
020032203,0,0,0,0,0,0,0,0,0,0,0
020032204,0,0,0,0,0,0,0,0,0,0,0
020032205,1,0,0,0,0,0,0,0,0,1,2
020032206,0,0,0,0,1,0,0,0,0,0,1
020032207,0,0,0,0,0,0,0,0,0,1,1
020032208,1,0,0,0,0,0,0,0,0,0,1
020032209,0,0,0,0,0,0,0,0,0,0,0
020032301,0,0,0,0,0,0,0,0,0,0,0
020032302,0,0,0,0,0,0,0,0,0,0,0
020032303,0,0,0,0,0,0,0,0,0,0,0
020032304,0,0,0,0,0,0,0,0,0,0,0
020032305,0,0,0,0,0,0,0,0,0,0,0
020032306,0,0,0,0,0,0,0,0,0,0,0
020032307,0,0,0,0,0,0,0,0,0,0,0
020032308,0,1,1,0,0,0,0,0,0,1,3
020032309,0,0,0,0,0,0,0,0,0,0,0
020032310,0,0,0,0,0,0,0,0,0,0,0
020032401,1,0,0,0,0,0,0,0,0,0,1
020032402,0,0,0,0,0,0,0,0,0,0,0
020032403,1,0,0,0,0,0,0,0,0,0,1
020032404,0,0,0,0,0,0,0,0,0,1,1
020032405,0,0,0,0,0,0,0,0,0,0,0
020032406,2,0,0,0,1,0,0,0,0,0,3
020032407,0,0,0,0,0,0,0,0,0,0,0
020032408,0,0,0,0,0,0,0,0,0,0,0
020032409,0,0,0,0,0,0,0,1,0,0,1
020032501,0,0,0,0,0,0,0,2,0,0,2
020032502,0,0,0,0,0,0,0,0,0,0,0
020032503,0,0,0,0,0,0,0,0,2,0,2
020032504,1,0,0,0,0,0,0,0,0,0,1
020032505,0,0,0,0,1,0,0,1,0,0,2
020032506,1,0,1,0,0,0,0,0,0,0,2
020032507,0,0,0,0,0,0,0,0,0,0,0
020032508,0,0,0,0,0,0,0,0,0,0,0
020032509,0,0,0,0,0,0,0,0,0,0,0
020032601,1,0,0,0,0,0,0,0,0,0,1
020032602,0,0,0,0,0,0,0,0,0,0,0
020032603,1,0,0,0,0,0,0,0,0,1,2
020032604,0,0,0,0,0,0,0,0,0,0,0
020032605,1,0,0,0,0,0,0,0,0,0,1
020032606,0,0,0,0,0,0,0,0,0,0,0
020032607,1,0,0,0,0,0,0,0,0,0,1
020032608,0,0,0,0,0,0,0,0,0,0,0
020032609,0,0,1,0,0,0,0,0,0,0,1
020032701,0,0,0,0,0,0,0,0,1,0,1
020032702,0,0,0,0,0,0,0,1,0,0,1
020032703,0,0,0,0,0,0,0,0,0,0,0
020032704,0,0,0,0,0,0,0,0,0,0,0
020032705,0,0,0,0,0,0,0,0,0,0,0
020032706,0,0,0,0,0,0,0,0,0,0,0
020032707,0,0,0,0,0,0,0,0,0,0,0
020040101,0,0,0,0,0,0,0,0,0,0,0
020040102,0,0,0,0,0,0,0,0,0,0,0
020040103,0,0,0,0,0,0,0,0,0,0,0
020040104,0,0,0,0,0,0,0,0,0,0,0
020040105,0,0,0,0,0,0,0,0,0,0,0
020040106,0,0,0,0,0,0,0,0,0,0,0
020040107,0,0,0,0,0,0,0,0,0,0,0
020040108,0,0,0,0,0,0,0,0,0,0,0
020040109,0,0,0,0,0,0,0,0,0,0,0
020040110,0,0,0,0,0,0,0,0,0,0,0
020040111,0,0,0,0,0,0,0,0,0,0,0
020040112,0,0,0,0,0,0,0,0,0,0,0
020040113,0,0,0,0,0,0,0,0,0,0,0
020040114,0,0,0,0,0,0,0,0,0,0,0
020040201,0,0,0,0,0,0,0,0,0,0,0
020040202,1,0,0,0,0,0,0,0,0,0,1
020040203,1,0,0,0,0,0,0,1,0,0,2
020040204,0,0,0,0,0,0,0,0,0,0,0
020040205,0,0,0,0,1,0,0,0,0,0,1
020040206,0,0,0,0,0,0,0,0,0,0,0
020040207,0,0,0,0,0,0,0,0,0,0,0
020040208,0,0,0,0,0,0,0,0,0,0,0
020040209,0,0,0,0,0,0,0,0,0,0,0
020040210,0,0,0,0,0,0,0,0,0,0,0
020040301,0,0,0,0,0,0,0,0,0,0,0
020040302,0,0,0,0,0,0,0,0,0,0,0
020040303,0,0,0,0,0,0,0,0,0,0,0
020040304,0,0,0,0,0,0,0,0,0,0,0
020040305,0,0,0,0,0,0,0,0,0,0,0
020040306,0,0,0,0,0,0,0,0,0,0,0
020040307,0,0,0,0,0,0,0,0,0,0,0
020040308,0,0,0,0,0,0,0,1,0,0,1
020040309,0,0,0,0,0,0,0,0,0,0,0
020040310,0,0,0,0,0,0,0,0,0,0,0
020040311,1,0,0,0,0,0,0,0,0,0,1
020040312,0,0,0,0,0,0,0,0,0,0,0
020040313,0,0,0,0,0,0,0,0,0,0,0
020040401,1,0,0,0,0,0,0,0,0,0,1
020040402,0,0,0,0,0,0,0,0,0,0,0
020040403,0,0,0,0,0,0,0,0,0,0,0
020040404,0,0,0,0,0,0,0,0,0,1,1
020040405,0,0,0,0,0,0,0,0,0,0,0
020040406,0,0,0,0,0,0,0,0,0,0,0
020040407,0,0,0,0,0,1,0,0,0,0,1
020040408,0,0,0,0,0,0,0,0,0,0,0
020040409,0,0,0,0,0,0,0,0,0,0,0
020040410,0,0,0,0,0,0,0,0,0,0,0
020040411,0,0,0,0,0,0,0,0,0,0,0
020040501,0,0,0,0,0,0,0,0,0,0,0
020040502,0,0,0,0,0,0,0,0,0,0,0
020040503,0,0,0,0,0,0,0,0,0,0,0
020040504,0,0,0,0,0,0,0,0,0,0,0
020040505,0,1,0,0,0,0,0,0,0,0,1
020040506,1,0,0,0,0,0,0,0,0,0,1
020040507,3,0,0,0,0,0,0,0,0,0,3
020040508,0,0,0,0,2,0,0,0,0,1,3
020040509,0,0,0,0,0,0,0,0,0,0,0
020040510,0,0,0,0,0,0,0,0,0,0,0
020040511,0,0,0,0,0,0,0,0,0,0,0
020040601,0,0,0,0,0,0,0,0,0,0,0
020040602,0,0,0,0,0,0,0,0,0,0,0
020040603,0,0,0,0,0,0,0,0,0,0,0
020040604,0,0,0,0,0,0,0,0,0,0,0
020040605,0,1,0,0,0,0,0,0,0,0,1
020040606,0,0,0,0,0,0,0,0,0,0,0
020040607,0,0,0,0,0,0,0,0,0,0,0
020040608,0,0,0,0,0,0,0,0,0,0,0
020040609,0,0,0,0,0,0,0,0,0,0,0
020040610,0,0,0,0,1,0,0,0,0,0,1
020040611,0,0,0,0,0,0,0,0,0,0,0
020040701,1,0,0,0,0,0,0,0,0,0,1
020040702,0,0,0,0,0,0,0,0,0,0,0
020040703,0,2,0,0,0,0,0,0,1,0,3
020040704,1,0,0,0,0,0,0,0,0,0,1
020040705,0,0,0,0,0,0,0,0,0,0,0
020040706,0,0,0,0,0,0,0,0,1,0,1
020040707,0,0,0,0,1,0,0,0,0,0,1
020040708,0,0,0,0,0,0,0,0,0,0,0
020040709,0,0,0,0,0,0,0,0,1,0,1
020040710,0,0,0,0,0,0,0,0,0,0,0
020040711,0,0,0,0,1,0,0,0,0,2,3
020040712,0,0,0,0,1,0,1,0,0,3,5
020040801,0,0,0,0,0,0,0,0,0,0,0
020040802,0,0,0,0,0,0,0,0,0,0,0
020040803,0,0,0,0,0,1,0,0,0,0,1
020040804,0,0,0,0,0,0,0,0,0,0,0
020040805,0,0,0,0,0,0,0,0,0,0,0
020040806,0,0,0,0,0,0,0,0,0,0,0
020040807,0,0,0,0,0,0,0,0,0,0,0
020040808,0,0,0,0,2,1,0,0,0,0,3
020040809,0,0,0,0,0,0,0,0,0,0,0
020040810,0,0,0,0,0,0,0,0,0,0,0
020040811,0,0,0,0,0,0,0,0,0,0,0
020040901,0,0,0,0,0,0,0,0,0,0,0
020040902,0,0,0,0,0,0,0,0,0,0,0
020040903,0,0,0,0,0,0,0,0,0,0,0
020040904,0,0,0,0,0,0,0,0,0,0,0
020040905,0,0,0,0,0,0,0,0,0,0,0
020040906,0,0,0,0,0,0,0,0,0,0,0
020040907,0,0,0,0,0,0,0,0,0,0,0
020041001,0,0,0,0,0,0,0,0,0,0,0
020041002,0,0,0,0,0,0,0,0,0,0,0
020041003,0,0,0,0,0,0,0,0,0,0,0
020041004,0,0,0,0,0,0,0,0,0,0,0
020041005,0,0,0,0,0,0,0,0,0,0,0
020041006,0,0,0,0,0,0,0,0,0,0,0
020041007,0,0,0,0,0,0,0,0,0,0,0
020041008,0,0,0,0,0,0,0,0,0,0,0
020041009,0,0,0,0,0,0,0,0,0,0,0
020041101,0,0,0,0,0,0,0,0,0,0,0
020041102,0,0,0,0,0,0,0,0,0,0,0
020041103,0,0,0,0,0,0,0,0,0,0,0
020041104,0,0,0,0,0,0,0,0,0,0,0
020041105,0,0,0,0,0,0,0,1,0,0,1
020041106,0,1,0,0,0,0,0,0,0,0,1
020041107,0,0,0,0,0,0,0,0,0,0,0
020041108,0,0,0,0,0,0,0,0,0,0,0
020041109,0,0,0,0,0,0,0,0,0,0,0
020041201,0,0,0,0,0,0,0,0,0,0,0
020041202,0,0,0,0,0,0,0,0,0,0,0
020041203,0,0,0,0,0,0,0,0,0,0,0
020041204,0,0,0,0,0,0,0,0,0,0,0
020041205,0,0,0,0,0,0,0,0,0,0,0
020041206,0,0,0,0,0,0,0,0,0,0,0
020041207,0,0,0,0,0,0,0,0,0,0,0
020041208,0,0,0,0,0,0,0,0,0,0,0
020041209,0,0,0,0,0,0,0,0,0,0,0
020041210,0,0,0,0,0,0,0,0,0,0,0
020041211,0,0,0,0,0,0,0,0,0,0,0
020041212,0,0,0,0,0,0,0,0,0,0,0
020041301,0,0,0,0,0,0,0,0,0,0,0
020041302,0,0,0,0,0,0,0,0,0,0,0
020041303,0,0,0,0,0,0,0,0,0,0,0
020041304,0,0,0,0,0,0,0,0,0,0,0
020041305,0,0,0,0,0,0,0,0,0,0,0
020041306,0,0,0,0,0,0,0,0,0,0,0
020041307,0,0,0,0,0,0,0,0,0,0,0
020041308,0,0,0,0,0,0,0,0,0,0,0
020041309,0,0,0,0,0,0,0,0,0,0,0
020041310,0,0,0,0,0,0,0,0,0,0,0
020041311,0,0,0,0,0,0,0,0,0,0,0
020041401,0,0,0,0,0,0,0,0,0,0,0
020041402,0,0,0,0,0,0,0,0,0,0,0
020041403,0,0,0,0,0,0,0,0,0,0,0
020041404,0,0,0,0,0,0,0,0,0,0,0
020041405,0,0,0,0,0,0,0,0,0,0,0
020041406,0,0,0,0,0,0,0,0,0,0,0
020041407,0,0,0,0,0,0,0,0,0,0,0
020041408,0,0,0,0,0,0,0,0,0,0,0
020041409,0,0,0,0,0,0,0,0,0,0,0
020041501,0,0,0,0,0,0,0,0,0,0,0
020041502,0,0,0,0,0,0,0,0,0,0,0
020041503,0,0,0,0,0,0,0,0,0,0,0
020041504,0,0,0,0,0,0,0,0,0,0,0
020041505,0,0,0,0,0,0,0,0,0,0,0
020041506,0,0,0,0,0,0,0,0,0,0,0
020041507,0,0,0,0,0,0,0,0,0,0,0
020041508,0,0,0,0,0,0,0,0,0,0,0
020041509,0,0,0,0,0,0,0,0,0,0,0
020041510,0,0,0,0,0,0,0,0,0,0,0
020041601,0,0,0,0,0,0,0,0,0,0,0
020041602,0,0,0,0,0,0,0,0,0,0,0
020041603,0,0,0,0,0,0,0,0,0,0,0
020041604,0,0,0,0,0,0,0,0,0,0,0
020041605,0,0,0,0,0,0,0,0,0,0,0
020041606,0,0,0,0,0,0,0,0,0,0,0
020041607,0,0,0,0,0,0,0,0,0,0,0
020041608,0,0,0,0,0,0,0,0,0,0,0
020041609,0,0,0,0,0,0,0,0,0,0,0
020041610,0,0,0,0,0,0,0,0,0,0,0
020041701,0,0,0,0,0,0,0,0,0,0,0
020041702,0,0,0,0,0,0,0,0,0,0,0
020041703,0,0,0,0,0,0,0,0,0,0,0
020041704,0,0,0,0,0,0,0,0,0,0,0
020041705,0,0,0,0,0,0,0,0,0,0,0
020041706,0,0,0,0,0,0,0,0,0,0,0
020041707,0,0,0,0,0,0,0,0,0,0,0
020041708,0,0,0,0,0,0,0,0,0,0,0
020041709,0,0,0,0,0,0,0,0,0,0,0
020041710,0,0,0,0,0,0,0,0,0,0,0
020041801,0,0,0,0,0,0,0,0,0,0,0
020041901,0,0,0,0,0,0,0,0,0,0,0
020041902,0,0,0,0,0,0,0,0,0,0,0
020041903,0,0,0,0,0,0,0,0,0,0,0
020041904,0,0,0,0,0,0,0,0,0,0,0
020041905,0,0,0,0,0,0,0,0,0,0,0
020041906,0,0,0,0,0,0,0,0,0,0,0
020041907,0,0,0,0,0,0,0,0,0,0,0
020041908,0,0,0,0,0,0,0,0,0,0,0
020041909,0,0,0,0,0,0,0,0,0,0,0
020041910,0,0,0,0,0,0,0,0,0,0,0
020042001,0,0,0,0,0,0,0,0,0,0,0
020042002,0,0,0,0,0,0,0,0,0,0,0
020042003,0,0,0,0,0,0,0,0,0,0,0
020042004,0,0,0,0,0,0,0,0,0,0,0
020042005,0,0,0,0,0,0,0,0,0,0,0
020042006,0,0,0,0,0,0,0,0,0,0,0
020042007,0,0,0,0,0,0,0,0,0,0,0
020042008,0,0,0,0,0,0,0,0,0,0,0
020042009,0,0,0,0,0,0,0,0,0,0,0
020042010,0,0,0,0,0,0,0,0,0,0,0
020042011,0,0,0,0,0,0,0,0,0,0,0
020042012,0,0,0,0,0,0,0,0,0,0,0
020042101,0,0,0,0,0,0,0,0,0,0,0
020042102,0,0,0,0,0,0,0,0,0,0,0
020042103,0,0,0,0,0,0,0,0,0,0,0
020042104,0,0,0,0,0,0,0,0,0,0,0
020042105,0,0,0,0,0,0,0,0,0,0,0
020042106,0,0,0,0,0,0,0,0,0,0,0
020042107,0,0,0,0,0,0,0,0,0,0,0
020042108,0,0,0,0,0,0,0,0,0,0,0
020042109,0,0,0,0,0,0,0,0,0,0,0
020042110,0,0,0,0,0,0,1,0,0,0,1
020042111,0,0,0,0,0,0,0,0,0,0,0
020042112,0,0,0,0,0,0,0,0,0,0,0
020042201,0,0,0,0,0,0,0,0,0,0,0
020042202,0,0,0,0,0,0,0,0,0,0,0
020042203,0,0,0,0,0,0,0,0,0,0,0
020042204,0,0,0,0,0,0,0,0,0,0,0
020042205,0,0,0,0,0,0,0,0,0,0,0
020042206,0,0,0,0,0,0,0,0,0,0,0
020042207,0,0,0,0,0,0,0,0,0,0,0
020042208,0,0,0,0,0,0,0,0,0,0,0
020042209,0,0,0,0,0,0,0,0,0,0,0
020042210,0,0,0,0,0,0,0,0,0,0,0
020042211,0,0,0,0,0,0,0,0,0,0,0
020042212,0,0,0,0,0,0,0,0,0,0,0
020042301,0,0,0,0,0,0,0,0,0,0,0
020042302,1,0,0,0,0,0,0,0,0,0,1
020042303,0,0,0,0,0,0,0,0,0,0,0
020042304,0,0,0,0,0,0,0,0,0,0,0
020042305,0,0,0,0,0,0,0,0,0,0,0
020042306,1,0,0,0,0,0,0,0,0,0,1
020042307,1,0,0,0,0,0,0,0,0,0,1
020042308,1,0,0,0,0,0,0,0,0,0,1
020042309,0,0,0,0,0,0,0,0,0,0,0
020042310,0,0,0,0,0,0,0,0,0,0,0
020042311,0,0,0,0,0,0,0,0,0,0,0
020042312,1,0,0,0,0,0,0,0,0,0,1
020042401,0,0,0,0,0,0,0,0,0,0,0
020042402,0,0,0,0,0,0,0,0,0,0,0
020042403,0,0,0,0,0,0,0,0,0,0,0
020042404,0,0,0,0,0,0,0,0,0,0,0
020042405,0,0,0,0,0,0,0,0,0,0,0
020042406,0,0,0,0,0,0,0,0,0,0,0
020042501,0,0,0,0,0,0,0,0,0,0,0
020042502,0,0,0,0,0,0,0,0,0,0,0
020042503,0,0,0,0,0,0,0,0,0,0,0
020042504,0,0,0,0,0,0,0,0,0,0,0
020042601,0,0,0,0,0,0,0,0,0,0,0
020042602,0,0,0,0,0,0,0,0,0,0,0
020042603,0,0,0,0,0,0,0,0,0,0,0
020050101,1,0,0,0,1,0,0,0,0,0,2
020050102,0,0,0,0,0,0,0,0,0,0,0
020050103,0,0,0,0,0,0,0,1,0,0,1
020050104,0,0,0,0,0,0,0,0,0,0,0
020050105,1,0,0,0,0,0,0,0,0,0,1
020050106,0,0,0,0,0,0,0,0,0,2,2
020050107,0,0,0,0,0,0,0,0,0,0,0
020050108,0,0,0,0,0,0,0,0,1,0,1
020050109,0,0,0,0,0,0,0,0,0,0,0
020050110,0,0,0,0,0,0,0,0,1,0,1
020050201,3,0,0,0,0,0,0,2,1,0,6
020050202,1,0,0,0,0,0,0,0,0,0,1
020050203,0,1,0,0,0,0,0,0,1,1,3
020050204,0,0,0,0,0,0,0,0,0,0,0
020050205,0,0,0,0,0,0,0,1,0,0,1
020050206,0,0,0,0,0,0,0,0,0,0,0
020050207,1,0,0,0,0,0,0,0,0,0,1
020050208,0,0,0,0,0,0,0,0,0,0,0
020050209,0,0,0,0,0,0,0,0,0,0,0
020050210,0,0,0,0,0,0,0,0,0,0,0
020050211,0,0,0,0,0,0,0,0,0,0,0
020050301,1,0,0,0,0,0,0,1,0,0,2
020050302,0,0,1,0,0,0,0,0,0,0,1
020050303,0,0,0,0,0,0,0,0,0,0,0
020050304,0,0,0,0,0,0,0,0,1,0,1
020050305,0,0,1,0,0,1,0,0,0,0,2
020050306,1,0,0,0,0,0,0,0,0,1,2
020050307,0,0,0,0,0,0,0,0,0,0,0
020050308,0,0,0,0,0,0,0,0,0,0,0
020050309,0,0,0,0,0,0,0,0,0,0,0
020050310,0,0,0,0,0,0,0,0,0,0,0
